example_id,type,destination_ids,source_ids,system,user,assistant,review_status,review_notes,final_category,reviewed,messages_json
SFT-DEST-POSUSJE-08,route_connection,"[""posusje""]","[""SRC-POSUSJE-ZUKOVICA-008"", ""SRC-POSUSJE-001"", ""SRC-POSUSJE-HIKING-004"", ""SRC-POSUSJE-SIMICA-010"", ""SRC-POSUSJE-MUSEUM-009"", ""SRC-POSUSJE-BLIDINJE-003"", ""SRC-POSUSJE-RICINA-BRIDGE-005"", ""SRC-POSUSJE-BASILICA-007""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Kako povezati destinaciju „Posušje” sa obližnjim izletima ili drugim mjestima?,"Destinaciju Posušje poveži samo sa mjestima i izletima koji su navedeni u provjerenom kontekstu. Franjevački muzej ""U kući Oca mojega"" smješten je u rodnoj kući fra Petra Bakule. Muzej je osnovan 2007. godine, a za javnost je službeno otvoren u oktobru 2018. godine. Ne planiraj tijesan raspored bez provjere udaljenosti, puta i aktuelnog prevoza.",reject,"T12 final review: nije izabran u finalnih 600 zbog kvaliteta, kvote kategorije ili ravnomjerne raspodjele po destinacijama i tipovima pitanja.",,false,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Kako povezati destinaciju „Posušje” sa obližnjim izletima ili drugim mjestima?""}, {""role"": ""assistant"", ""content"": ""Destinaciju Posušje poveži samo sa mjestima i izletima koji su navedeni u provjerenom kontekstu. Franjevački muzej \""U kući Oca mojega\"" smješten je u rodnoj kući fra Petra Bakule. Muzej je osnovan 2007. godine, a za javnost je službeno otvoren u oktobru 2018. godine. Ne planiraj tijesan raspored bez provjere udaljenosti, puta i aktuelnog prevoza.""}]"
SFT-DEST-GRUDE-01,destination_description,"[""grude""]","[""SRC-GRUDE-001"", ""SRC-GRUDE-HISTORY-002"", ""SRC-POSUSJE-001"", ""SRC-POSUSJE-BLIDINJE-003"", ""SRC-POSUSJE-RICINA-BRIDGE-005"", ""SRC-POSUSJE-BASILICA-007"", ""SRC-POSUSJE-MUSEUM-009"", ""SRC-POSUSJE-SIMICA-010"", ""SRC-SIROKI-BRIJEG-CULTURE-003"", ""SRC-SIROKI-BRIJEG-001"", ""SRC-SIROKI-BRIJEG-002"", ""SRC-KUPRES-001"", ""SRC-KUPRES-STECI-003"", ""SRC-BLIDINJE-EASY-HIKES-003"", ""SRC-BLIDINJE-001"", ""SRC-BLIDINJE-HYDROLOGY-007""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Šta turista treba da zna o destinaciji „Grude”?,"Grude su mirna baza za istraživanje kraških izvora, pećina, ruralnih sela i tradicionalnog hercegovačkog pejzaža. Ravlića pećina kod Peć Mlina čuva tragove života iz kasnog neolita i predstavlja važan arheološki lokalitet zapadne Hercegovine. Peć Mlini uz rijeku Tihaljinu povezuje arheološki lokalitet sa vodom, stijenama i rekreativnim prostorom. Šire područje obilježavaju kraška polja, izvori i pećine. Za prvi obilazak izaberi nekoliko glavnih tačaka i ostavi dovoljno vremena za kretanje između njih.",approved,T12 final review: approved.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Šta turista treba da zna o destinaciji „Grude”?""}, {""role"": ""assistant"", ""content"": ""Grude su mirna baza za istraživanje kraških izvora, pećina, ruralnih sela i tradicionalnog hercegovačkog pejzaža. Ravlića pećina kod Peć Mlina čuva tragove života iz kasnog neolita i predstavlja važan arheološki lokalitet zapadne Hercegovine. Peć Mlini uz rijeku Tihaljinu povezuje arheološki lokalitet sa vodom, stijenama i rekreativnim prostorom. Šire područje obilježavaju kraška polja, izvori i pećine. Za prvi obilazak izaberi nekoliko glavnih tačaka i ostavi dovoljno vremena za kretanje između njih.""}]"
SFT-DEST-GRUDE-02,destination_attractions,"[""grude""]","[""SRC-GRUDE-001"", ""SRC-GRUDE-HISTORY-002"", ""SRC-POSUSJE-001"", ""SRC-POSUSJE-BLIDINJE-003"", ""SRC-POSUSJE-RICINA-BRIDGE-005"", ""SRC-POSUSJE-BASILICA-007"", ""SRC-POSUSJE-MUSEUM-009"", ""SRC-POSUSJE-SIMICA-010"", ""SRC-SIROKI-BRIJEG-CULTURE-003"", ""SRC-SIROKI-BRIJEG-001"", ""SRC-SIROKI-BRIJEG-002"", ""SRC-KUPRES-001"", ""SRC-KUPRES-STECI-003"", ""SRC-BLIDINJE-EASY-HIKES-003"", ""SRC-BLIDINJE-001"", ""SRC-BLIDINJE-HYDROLOGY-007""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Koje znamenitosti i kulturne cjeline vrijedi obići u destinaciji „Grude”?,"Za kulturno-istorijski obilazak Gruda izdvojio bih Ravlića pećinu kod Peć Mlina, arheološki lokalitet sa tragovima prahistorijskog naseljavanja. Pećina čuva tragove života iz kasnog neolita i potvrđuje da je grudski kraj bio naseljen mnogo prije formiranja savremenog općinskog središta. Obilazak se može dopuniti Peć Mlinima, gdje se arheološka priča povezuje sa riječnim i kraškim pejzažom. Redoslijed prilagodi lokaciji smještaja, pristupu lokalitetu i važećim uslovima obilaska.",approved,T12 final review: approved.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Koje znamenitosti i kulturne cjeline vrijedi obići u destinaciji „Grude”?""}, {""role"": ""assistant"", ""content"": ""Za kulturno-istorijski obilazak Gruda izdvojio bih Ravlića pećinu kod Peć Mlina, arheološki lokalitet sa tragovima prahistorijskog naseljavanja. Pećina čuva tragove života iz kasnog neolita i potvrđuje da je grudski kraj bio naseljen mnogo prije formiranja savremenog općinskog središta. Obilazak se može dopuniti Peć Mlinima, gdje se arheološka priča povezuje sa riječnim i kraškim pejzažom. Redoslijed prilagodi lokaciji smještaja, pristupu lokalitetu i važećim uslovima obilaska.""}]"
SFT-DEST-GRUDE-03,destination_nature,"[""grude""]","[""SRC-GRUDE-001"", ""SRC-GRUDE-HISTORY-002"", ""SRC-POSUSJE-001"", ""SRC-POSUSJE-BLIDINJE-003"", ""SRC-POSUSJE-RICINA-BRIDGE-005"", ""SRC-POSUSJE-BASILICA-007"", ""SRC-POSUSJE-MUSEUM-009"", ""SRC-POSUSJE-SIMICA-010"", ""SRC-SIROKI-BRIJEG-CULTURE-003"", ""SRC-SIROKI-BRIJEG-001"", ""SRC-SIROKI-BRIJEG-002"", ""SRC-KUPRES-001"", ""SRC-KUPRES-STECI-003"", ""SRC-BLIDINJE-EASY-HIKES-003"", ""SRC-BLIDINJE-001"", ""SRC-BLIDINJE-HYDROLOGY-007""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Šta destinacija „Grude” nudi ljubiteljima prirode?,"Za ljubitelje prirode, Grude nude kraške izvore, pećine i riječni pejzaž oko Tihaljine. Izletište Peć Mlini poznato je po vodi, stijenama i rekreativnom prostoru, a Ravlića pećina nalazi se iznad izvora rijeke Tihaljine na približno 260 metara nadmorske visine. Jezero Krenica i izvori Tihaljine dodatno ublažavaju suhi kraški pejzaž ovog područja. Okolina je pogodna za šetnju i kraće izlete kroz krš. Prije aktivnosti provjeri vremenske uslove, stanje staza i lokalna pravila.",approved,T12 final review: approved.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Šta destinacija „Grude” nudi ljubiteljima prirode?""}, {""role"": ""assistant"", ""content"": ""Za ljubitelje prirode, Grude nude kraške izvore, pećine i riječni pejzaž oko Tihaljine. Izletište Peć Mlini poznato je po vodi, stijenama i rekreativnom prostoru, a Ravlića pećina nalazi se iznad izvora rijeke Tihaljine na približno 260 metara nadmorske visine. Jezero Krenica i izvori Tihaljine dodatno ublažavaju suhi kraški pejzaž ovog područja. Okolina je pogodna za šetnju i kraće izlete kroz krš. Prije aktivnosti provjeri vremenske uslove, stanje staza i lokalna pravila.""}]"
SFT-DEST-GRUDE-04,destination_activity,"[""grude""]","[""SRC-GRUDE-001""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Koje aktivnosti turista može planirati u destinaciji „Grude”?,"Boravak u destinaciji Grude može se organizovati oko sljedećih aktivnosti. Tihaljina je dio riječnog sistema koji nizvodno mijenja imena i nastavlja kao Trebižat. Jezero Krenica i izvori Tihaljine ublažavaju suhi kraški pejzaž općine Grude. Brojne jame, pećine, izvori i kraška polja čine osnovne prirodne karakteristike ovog područja. Okolina Gruda pogodna je za šetnju, biciklizam i kraće izlete kroz kraški pejzaž. Za zahtjevnije aktivnosti provjeri potrebnu opremu i mogućnost angažovanja vodiča.",reject,"T12 final review: nije izabran u finalnih 600 zbog kvaliteta, kvote kategorije ili ravnomjerne raspodjele po destinacijama i tipovima pitanja.",,false,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Koje aktivnosti turista može planirati u destinaciji „Grude”?""}, {""role"": ""assistant"", ""content"": ""Boravak u destinaciji Grude može se organizovati oko sljedećih aktivnosti. Tihaljina je dio riječnog sistema koji nizvodno mijenja imena i nastavlja kao Trebižat. Jezero Krenica i izvori Tihaljine ublažavaju suhi kraški pejzaž općine Grude. Brojne jame, pećine, izvori i kraška polja čine osnovne prirodne karakteristike ovog područja. Okolina Gruda pogodna je za šetnju, biciklizam i kraće izlete kroz kraški pejzaž. Za zahtjevnije aktivnosti provjeri potrebnu opremu i mogućnost angažovanja vodiča.""}]"
SFT-DEST-GRUDE-05,one_day_plan,"[""grude""]","[""SRC-GRUDE-001""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Napravi realan jednodnevni plan za destinaciju „Grude”.,"Jedan dan u destinaciji Grude organizuj kao sažet obilazak bez previše tačaka. Prirodna ruta može povezati Grude, Peć Mline, Ravlića pećinu i jezero Krenicu. Za cijeli dan obilasku Gruda može se dodati Posušje, Koćuša ili drugi lokalitet zapadne Hercegovine. Grude odgovaraju putnicima koji žele mirniji obilazak prirode i lokalne baštine između poznatijih hercegovačkih centara. U neuređene dijelove pećine ne treba ulaziti bez stručnog vodiča, rasvjete i zaštitne opreme. Za ljetne izlete potrebni su voda, zaštita od sunca i obuća prilagođena kamenitom terenu. Počni ranije, a tačan redoslijed prilagodi pristupu lokalitetima i aktuelnom radnom vremenu.",approved,T12 final review: approved.,plan_route,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Napravi realan jednodnevni plan za destinaciju „Grude”.""}, {""role"": ""assistant"", ""content"": ""Jedan dan u destinaciji Grude organizuj kao sažet obilazak bez previše tačaka. Prirodna ruta može povezati Grude, Peć Mline, Ravlića pećinu i jezero Krenicu. Za cijeli dan obilasku Gruda može se dodati Posušje, Koćuša ili drugi lokalitet zapadne Hercegovine. Grude odgovaraju putnicima koji žele mirniji obilazak prirode i lokalne baštine između poznatijih hercegovačkih centara. U neuređene dijelove pećine ne treba ulaziti bez stručnog vodiča, rasvjete i zaštitne opreme. Za ljetne izlete potrebni su voda, zaštita od sunca i obuća prilagođena kamenitom terenu. Počni ranije, a tačan redoslijed prilagodi pristupu lokalitetima i aktuelnom radnom vremenu.""}]"
SFT-DEST-GRUDE-06,multi_day_plan,"[""grude""]","[""SRC-GRUDE-001"", ""SRC-GRUDE-HISTORY-002""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Kako organizovati dva dana u destinaciji „Grude”?,"Prvi dan u destinaciji Grude usmjeri na glavne gradske ili kulturne cjeline. Ravlića pećina nalazi se iznad izvora rijeke Tihaljine na približno 260 metara nadmorske visine. Grude se nalaze u zapadnoj Hercegovini, u kraškom području sa poljima, brdima i blagim mediteranskim uticajem. Grude su mirna baza za istraživanje kraških izvora, pećina, ruralnih sela i tradicionalne hercegovačke hrane. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Okolina Gruda pogodna je za šetnju, biciklizam i kraće izlete kroz kraški pejzaž. Peć Mlini omogućava kraću šetnju uz vodu, stijene i pristup prostoru Ravlića pećine. Kraške staze oko Drinovaca pogodne su za pješačenje i fotografisanje, ali ljeti imaju malo hlada. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.",approved,T12 final review: approved.,plan_route,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Kako organizovati dva dana u destinaciji „Grude”?""}, {""role"": ""assistant"", ""content"": ""Prvi dan u destinaciji Grude usmjeri na glavne gradske ili kulturne cjeline. Ravlića pećina nalazi se iznad izvora rijeke Tihaljine na približno 260 metara nadmorske visine. Grude se nalaze u zapadnoj Hercegovini, u kraškom području sa poljima, brdima i blagim mediteranskim uticajem. Grude su mirna baza za istraživanje kraških izvora, pećina, ruralnih sela i tradicionalne hercegovačke hrane. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Okolina Gruda pogodna je za šetnju, biciklizam i kraće izlete kroz kraški pejzaž. Peć Mlini omogućava kraću šetnju uz vodu, stijene i pristup prostoru Ravlića pećine. Kraške staze oko Drinovaca pogodne su za pješačenje i fotografisanje, ali ljeti imaju malo hlada. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.""}]"
SFT-DEST-GRUDE-07,interest_recommendation,"[""grude""]","[""SRC-GRUDE-001"", ""SRC-GRUDE-HISTORY-002"", ""SRC-POSUSJE-001"", ""SRC-POSUSJE-BLIDINJE-003"", ""SRC-POSUSJE-RICINA-BRIDGE-005"", ""SRC-POSUSJE-BASILICA-007"", ""SRC-POSUSJE-MUSEUM-009"", ""SRC-POSUSJE-SIMICA-010"", ""SRC-SIROKI-BRIJEG-CULTURE-003"", ""SRC-SIROKI-BRIJEG-001"", ""SRC-SIROKI-BRIJEG-002"", ""SRC-KUPRES-001"", ""SRC-KUPRES-STECI-003"", ""SRC-BLIDINJE-EASY-HIKES-003"", ""SRC-BLIDINJE-001"", ""SRC-BLIDINJE-HYDROLOGY-007""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Da li je destinacija „Grude” dobar izbor za posjetioca sa interesovanjem za aktivnosti na otvorenom?,"Destinacija Grude može odgovarati posjetiocu sa interesovanjem za aktivnosti na otvorenom. Izletište Peć Mlini poznato je po vodi, stijenama i rekreativnom prostoru, a Ravlića pećina nalazi se iznad izvora rijeke Tihaljine na približno 260 metara nadmorske visine. Jezero Krenica i izvori Tihaljine dodatno ublažavaju suhi kraški pejzaž ovog područja. Preporuku prilagodi sezoni, kondiciji i raspoloživom vremenu, a promjenjive praktične informacije provjeri neposredno prije puta.",approved,T12 final review: approved; interest odgovor usklađen sa traženim interesovanjem iz postojećeg sadržaja iste destinacije.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Da li je destinacija „Grude” dobar izbor za posjetioca sa interesovanjem za aktivnosti na otvorenom?""}, {""role"": ""assistant"", ""content"": ""Destinacija Grude može odgovarati posjetiocu sa interesovanjem za aktivnosti na otvorenom. Izletište Peć Mlini poznato je po vodi, stijenama i rekreativnom prostoru, a Ravlića pećina nalazi se iznad izvora rijeke Tihaljine na približno 260 metara nadmorske visine. Jezero Krenica i izvori Tihaljine dodatno ublažavaju suhi kraški pejzaž ovog područja. Preporuku prilagodi sezoni, kondiciji i raspoloživom vremenu, a promjenjive praktične informacije provjeri neposredno prije puta.""}]"
SFT-DEST-GRUDE-08,route_connection,"[""grude""]","[""SRC-GRUDE-001"", ""SRC-GRUDE-HISTORY-002""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Kako povezati destinaciju „Grude” sa obližnjim izletima ili drugim mjestima?,"Destinaciju Grude poveži samo sa mjestima i izletima koji su navedeni u provjerenom kontekstu. Grude su mirna baza za istraživanje kraških izvora, pećina, ruralnih sela i tradicionalne hercegovačke hrane. Ravlića pećina čuva tragove života iz kasnog neolita i predstavlja važan arheološki lokalitet zapadne Hercegovine. Prahistorijski nalazi potvrđuju da je grudski kraj bio naseljen mnogo prije formiranja savremenog općinskog središta. Ravlića pećina kod Peć Mlina predstavlja arheološki lokalitet sa tragovima prahistorijskog naseljavanja. Ne planiraj tijesan raspored bez provjere udaljenosti, puta i aktuelnog prevoza.",reject,"T12 final review: nije izabran u finalnih 600 zbog kvaliteta, kvote kategorije ili ravnomjerne raspodjele po destinacijama i tipovima pitanja.",,false,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Kako povezati destinaciju „Grude” sa obližnjim izletima ili drugim mjestima?""}, {""role"": ""assistant"", ""content"": ""Destinaciju Grude poveži samo sa mjestima i izletima koji su navedeni u provjerenom kontekstu. Grude su mirna baza za istraživanje kraških izvora, pećina, ruralnih sela i tradicionalne hercegovačke hrane. Ravlića pećina čuva tragove života iz kasnog neolita i predstavlja važan arheološki lokalitet zapadne Hercegovine. Prahistorijski nalazi potvrđuju da je grudski kraj bio naseljen mnogo prije formiranja savremenog općinskog središta. Ravlića pećina kod Peć Mlina predstavlja arheološki lokalitet sa tragovima prahistorijskog naseljavanja. Ne planiraj tijesan raspored bez provjere udaljenosti, puta i aktuelnog prevoza.""}]"
SFT-DEST-SIROKI-BRIJEG-01,destination_description,"[""siroki_brijeg""]","[""SRC-SIROKI-BRIJEG-001"", ""SRC-SIROKI-BRIJEG-CULTURE-003""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Šta turista treba da zna o destinaciji „Široki Brijeg”?,"Široki Brijeg se može predstaviti kroz nekoliko provjerenih turističkih cjelina. Široki Brijeg je gradsko središte zapadne Hercegovine, razvijeno uz rijeku Lišticu i okolna kraška brda. Široki Brijeg spaja franjevačku baštinu, savremenu umjetnost, kraške izvore i miran hercegovački gradski ambijent. Franjevački samostan na Širokom Brijegu podignut je 1846. godine kao važno duhovno i obrazovno središte Hercegovine. Za prvi obilazak izaberi nekoliko glavnih tačaka i ostavi dovoljno vremena za kretanje između njih.",approved,T12 final review: approved.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Šta turista treba da zna o destinaciji „Široki Brijeg”?""}, {""role"": ""assistant"", ""content"": ""Široki Brijeg se može predstaviti kroz nekoliko provjerenih turističkih cjelina. Široki Brijeg je gradsko središte zapadne Hercegovine, razvijeno uz rijeku Lišticu i okolna kraška brda. Široki Brijeg spaja franjevačku baštinu, savremenu umjetnost, kraške izvore i miran hercegovački gradski ambijent. Franjevački samostan na Širokom Brijegu podignut je 1846. godine kao važno duhovno i obrazovno središte Hercegovine. Za prvi obilazak izaberi nekoliko glavnih tačaka i ostavi dovoljno vremena za kretanje između njih.""}]"
SFT-DEST-SIROKI-BRIJEG-02,destination_attractions,"[""siroki_brijeg""]","[""SRC-SIROKI-BRIJEG-001"", ""SRC-SIROKI-BRIJEG-CULTURE-003"", ""SRC-SIROKI-BRIJEG-002"", ""SRC-GRUDE-001"", ""SRC-GRUDE-HISTORY-002"", ""SRC-BLIDINJE-EASY-HIKES-003"", ""SRC-BLIDINJE-001"", ""SRC-BLIDINJE-HYDROLOGY-007"", ""SRC-POSUSJE-001"", ""SRC-POSUSJE-BLIDINJE-003"", ""SRC-POSUSJE-RICINA-BRIDGE-005"", ""SRC-POSUSJE-BASILICA-007"", ""SRC-POSUSJE-MUSEUM-009"", ""SRC-POSUSJE-SIMICA-010""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Koje znamenitosti i kulturne cjeline vrijedi obići u destinaciji „Široki Brijeg”?,Za kulturno-istorijski obilazak Širokog Brijega izdvojio bih franjevački samostan i savremene umjetničke sadržaje. Franjevački samostan na Širokom Brijegu podignut je 1846. godine kao važno duhovno i obrazovno središte Hercegovine. Akademija likovnih umjetnosti osnovana je 1996. godine i dopunjuje kulturni identitet grada savremenom umjetnošću. Ove cjeline mogu se povezati u kraći gradski obilazak prije izleta prema prirodnim lokalitetima u okolini. Redoslijed prilagodi lokaciji smještaja i važećem radnom vremenu ustanova.,approved,T12 final review: approved.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Koje znamenitosti i kulturne cjeline vrijedi obići u destinaciji „Široki Brijeg”?""}, {""role"": ""assistant"", ""content"": ""Za kulturno-istorijski obilazak Širokog Brijega izdvojio bih franjevački samostan i savremene umjetničke sadržaje. Franjevački samostan na Širokom Brijegu podignut je 1846. godine kao važno duhovno i obrazovno središte Hercegovine. Akademija likovnih umjetnosti osnovana je 1996. godine i dopunjuje kulturni identitet grada savremenom umjetnošću. Ove cjeline mogu se povezati u kraći gradski obilazak prije izleta prema prirodnim lokalitetima u okolini. Redoslijed prilagodi lokaciji smještaja i važećem radnom vremenu ustanova.""}]"
SFT-DEST-SIROKI-BRIJEG-03,destination_nature,"[""siroki_brijeg""]","[""SRC-SIROKI-BRIJEG-001"", ""SRC-SIROKI-BRIJEG-CULTURE-003"", ""SRC-SIROKI-BRIJEG-002"", ""SRC-GRUDE-001"", ""SRC-GRUDE-HISTORY-002"", ""SRC-BLIDINJE-EASY-HIKES-003"", ""SRC-BLIDINJE-001"", ""SRC-BLIDINJE-HYDROLOGY-007"", ""SRC-POSUSJE-001"", ""SRC-POSUSJE-BLIDINJE-003"", ""SRC-POSUSJE-RICINA-BRIDGE-005"", ""SRC-POSUSJE-BASILICA-007"", ""SRC-POSUSJE-MUSEUM-009"", ""SRC-POSUSJE-SIMICA-010""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Šta destinacija „Široki Brijeg” nudi ljubiteljima prirode?,"Za ljubitelje prirode, Široki Brijeg nudi izvor i kanjon Borak iznad grada, povezane sa tokom rijeke Lištice. Borak je pogodan za kraću šetnju, fotografisanje vode i boravak u hladu tokom toplijeg dijela godine. Okolne staze omogućavaju da se gradski obilazak dopuni kraćim izletom u zeleniji kraški ambijent. Posjetu organizuj bez žurbe i prilagodi je vremenskim uslovima. Prije aktivnosti na otvorenom provjeri stanje staza, vodostaj i lokalna pravila.",approved,T12 final review: approved.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Šta destinacija „Široki Brijeg” nudi ljubiteljima prirode?""}, {""role"": ""assistant"", ""content"": ""Za ljubitelje prirode, Široki Brijeg nudi izvor i kanjon Borak iznad grada, povezane sa tokom rijeke Lištice. Borak je pogodan za kraću šetnju, fotografisanje vode i boravak u hladu tokom toplijeg dijela godine. Okolne staze omogućavaju da se gradski obilazak dopuni kraćim izletom u zeleniji kraški ambijent. Posjetu organizuj bez žurbe i prilagodi je vremenskim uslovima. Prije aktivnosti na otvorenom provjeri stanje staza, vodostaj i lokalna pravila.""}]"
